Detection_Rate,N_Detected,Mean_Abundance,Median_Abundance,SD_Abundance,CV_Percent,Min_Abundance,Max_Abundance,Gene,Accession,Description
82.5,99,822857.7174024185,709986.417812934,699365.6813560874,84.9922977648957,90255.7139197326,4861913.39276646,GPRC5C,A0A0C4DFY5,G protein-coupled receptor class C group 5 member C OS=Homo sapiens OX=9606 GN=GPRC5C PE=1 SV=1
84.16666666666667,101,1651171.0589793974,1272811.12166493,1091609.0889423671,66.11120531734004,435849.696420063,7040055.6893947,LINS1,Q8NG48,Protein Lines homolog 1 OS=Homo sapiens OX=9606 GN=LINS1 PE=1 SV=2
100.0,120,29390447.119720675,28277023.25574515,7627954.802217152,25.953857629810866,9203404.81919802,51379467.2578157,CTSH,A0A7I2V2L7,Pro-cathepsin H OS=Homo sapiens OX=9606 GN=CTSH PE=1 SV=1
0.0,0,,,,,,,CTSH,A0A7I2V3E8,Cathepsin H OS=Homo sapiens OX=9606 GN=CTSH PE=1 SV=1
100.0,120,455533412.938186,416675290.879588,253058680.80731562,55.55216667315129,9735622.90942596,1424883006.89044,NEB,P20929,Nebulin OS=Homo sapiens OX=9606 GN=NEB PE=1 SV=6
81.66666666666667,98,1257106.91245062,910293.8806939255,995513.8031610306,79.1908622330589,337243.999736822,5269133.57606672,RAP1B,B7ZB78,"RAP1B, member of RAS oncogene family OS=Homo sapiens OX=9606 GN=RAP1B PE=1 SV=1"
100.0,120,3647621.247654135,2870306.52591483,2686966.914054558,73.66353937604146,12909.3054199156,14541147.8339561,RBP4,P02753,Retinol-binding protein 4 OS=Homo sapiens OX=9606 GN=RBP4 PE=1 SV=3
100.0,120,124514350.25706168,119314099.6040915,34907036.55452516,28.03454901580346,76314029.4938026,233903608.640828,RBM19,Q9Y4C8,Probable RNA-binding protein 19 OS=Homo sapiens OX=9606 GN=RBM19 PE=1 SV=3
99.16666666666667,119,9524282.6670647,4864820.12652688,10453135.315013684,109.75246830043157,620888.151934314,51960214.1209588,RAB13,P51153,Ras-related protein Rab-13 OS=Homo sapiens OX=9606 GN=RAB13 PE=1 SV=1
100.0,120,22067841.454781655,20480459.5998835,9534721.56950095,43.206407790441,6284216.76021053,57971971.9943303,AZGP1,P25311,Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2
100.0,120,24455658.157741323,15552861.3170162,54867026.42099233,224.35309680522516,7358096.28007898,561224775.794227,AGRN,O00468,Agrin OS=Homo sapiens OX=9606 GN=AGRN PE=1 SV=6
85.83333333333333,103,3035168.747907798,2714994.66953449,1704024.4925565354,56.14266072458586,414875.945541312,9138994.56002822,RGS12,O14924,Regulator of G-protein signaling 12 OS=Homo sapiens OX=9606 GN=RGS12 PE=1 SV=1
100.0,120,8341587.253238689,7803603.92967863,4492964.171438515,53.86222112217415,2825118.33993084,45822262.4059919,,Q5VST9,Obscurin OS=Homo sapiens OX=9606 GN=OBSCN PE=1 SV=3
100.0,120,189246570.20480442,187443654.2072585,40143832.13342495,21.212448970663466,79757647.8854566,268339076.48392,DMD,P11532,Dystrophin OS=Homo sapiens OX=9606 GN=DMD PE=1 SV=4
100.0,120,132364431.63643472,120675501.05015251,53545935.29392413,40.45341685219388,66808030.0882561,524018885.874046,LALBA,P00709,Alpha-lactalbumin OS=Homo sapiens OX=9606 GN=LALBA PE=1 SV=1
96.66666666666667,116,5897995.361705939,5648532.033023136,4602097.093967521,78.0281572252103,558042.27895104,34320897.7154592,MORC1,Q86VD1,MORC family CW-type zinc finger protein 1 OS=Homo sapiens OX=9606 GN=MORC1 PE=1 SV=2
100.0,120,315512967.67693675,321811683.9227315,55891487.52488567,17.714481891633262,162583621.624019,443448056.770833,HERC2,O95714,E3 ubiquitin-protein ligase HERC2 OS=Homo sapiens OX=9606 GN=HERC2 PE=1 SV=2
0.0,0,,,,,,,MYO15A,Q9UKN7,Unconventional myosin-XV OS=Homo sapiens OX=9606 GN=MYO15A PE=1 SV=2
100.0,120,113884405.17520554,94604568.24076834,67762193.37335335,59.50085375526575,54039991.8005391,646964296.181119,TAF15,Q92804,TATA-binding protein-associated factor 2N OS=Homo sapiens OX=9606 GN=TAF15 PE=1 SV=1
100.0,120,279480099.0786174,281130253.00940454,63522134.7744666,22.72867906655418,95268688.076079,431519228.659142,MPRIP,A0A494BZV2,Myosin phosphatase Rho interacting protein OS=Homo sapiens OX=9606 GN=MPRIP PE=1 SV=1
81.66666666666667,98,603389.2702832182,550876.1808135596,382400.09209310537,63.37535500318307,63002.9335198643,2313898.52415674,COLEC10,Q9Y6Z7,Collectin-10 OS=Homo sapiens OX=9606 GN=COLEC10 PE=1 SV=2
80.83333333333333,97,3781179.0740898554,2909159.09052161,3357974.3587998496,88.80759924358058,623262.513313207,23158192.2869151,MICU3,Q86XE3,"Calcium uptake protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=MICU3 PE=1 SV=1"
100.0,120,539719825.222811,544954732.7743471,121022747.49089485,22.423254035727407,289518041.347343,1137806449.69837,PRKCB,P05771,Protein kinase C beta type OS=Homo sapiens OX=9606 GN=PRKCB PE=1 SV=4
100.0,120,1314215730.1848617,1269963312.1651,256366388.3080419,19.507176974055895,902107353.195293,2359101194.03298,KRT10,A0A1B0GVI3,"Keratin, type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=2"
97.5,117,1470856.8190499851,1412992.71578368,691227.5894777101,46.994893080359006,308179.143409833,3290023.03520765,KLKB1,P03952,Plasma kallikrein OS=Homo sapiens OX=9606 GN=KLKB1 PE=1 SV=2
0.0,0,,,,,,,KLKB1,E9PBC5,Kallikrein B1 OS=Homo sapiens OX=9606 GN=KLKB1 PE=1 SV=2
100.0,120,21905866.26073192,17327720.455754302,39787686.166950345,181.6302797313844,6772829.83247876,444713430.380883,C4B,A0A140TA29,Complement C4B (Chido blood group) OS=Homo sapiens OX=9606 GN=C4B PE=1 SV=1
98.33333333333333,118,12503094.234065693,9457786.60633801,11365432.626419429,90.90095950371538,1327911.663008,72190831.8826408,C4A,P0C0L4,Complement C4-A OS=Homo sapiens OX=9606 GN=C4A PE=1 SV=2
0.0,0,,,,,,,KRT6C,P48668,"Keratin, type II cytoskeletal 6C OS=Homo sapiens OX=9606 GN=KRT6C PE=1 SV=3"
100.0,120,776984838.9605062,773701282.4506171,186074597.97506636,23.948291992930955,229668547.985593,1279646127.74421,FERMT3,A0A8V8TME2,FERM domain containing kindlin 3 OS=Homo sapiens OX=9606 GN=FERMT3 PE=1 SV=1
100.0,120,21674959.887710214,21027033.3897919,4371193.410865436,20.16701960931388,14179332.4876498,36262339.4663763,KRT76,Q01546,"Keratin, type II cytoskeletal 2 oral OS=Homo sapiens OX=9606 GN=KRT76 PE=1 SV=2"
100.0,120,50133123.245079465,45045442.205449894,22299735.13984553,44.48104106905854,24700781.6955631,212606579.680657,SERPINA1,A0A024R6N5,Serpin family A member 1 OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=1
0.0,0,,,,,,,C1R,B4DPQ0,complement subcomponent C1r OS=Homo sapiens OX=9606 GN=C1R PE=1 SV=1
99.16666666666667,119,123830199.4251932,112709067.200095,86156471.31769814,69.57630022210046,48593.2988923358,900889676.990312,LTBP1,C9JD84,Latent transforming growth factor beta binding protein 1 OS=Homo sapiens OX=9606 GN=LTBP1 PE=1 SV=1
3.3333333333333335,4,2031781.999961108,704262.555988473,2910054.443042661,143.22670656095806,332666.751665756,6385936.13620173,HP,H0Y300,Haptoglobin OS=Homo sapiens OX=9606 GN=HP PE=1 SV=4
100.0,120,480540878.5573806,492108958.91352797,328697555.49855554,68.40158042024021,14305369.1246245,2378596290.6431,ITIH4,B7ZKJ8,ITIH4 protein OS=Homo sapiens OX=9606 GN=ITIH4 PE=1 SV=1
6.666666666666667,8,759870.3037116043,737048.1616726359,192571.485442301,25.342678152005817,556958.404704951,1185896.5084935,KRT75,O95678,"Keratin, type II cytoskeletal 75 OS=Homo sapiens OX=9606 GN=KRT75 PE=1 SV=2"
100.0,120,7724296.151132449,5877531.48418557,8113287.599833288,105.03594684991215,659518.591067288,55865128.3977482,,A0A8Q3SIA1,Sushi domain-containing protein OS=Homo sapiens OX=9606 PE=4 SV=1
2.5,3,1526201.09343242,1680054.99756405,386884.9034178135,25.349536511450854,1086057.04288389,1812491.23984932,FLNA,F8WE98,Filamin A (Fragment) OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=2
36.666666666666664,44,1176595.8149254194,1103138.89676297,379827.0466166739,32.2818627942128,447399.74916362,1979603.99721105,KRT7,P08729,"Keratin, type II cytoskeletal 7 OS=Homo sapiens OX=9606 GN=KRT7 PE=1 SV=5"
85.0,102,1733000.3391293928,970004.9747010525,3204969.0582398367,184.93758979008146,179888.143598019,24236604.3842667,KRT15,P19012,"Keratin, type I cytoskeletal 15 OS=Homo sapiens OX=9606 GN=KRT15 PE=1 SV=3"
100.0,120,13225395.879879342,13333549.48809435,3406096.748868913,25.754213936618942,3130052.16015882,25013982.3313676,CFH,A0A8Q3WLY2,Complement factor H (Fragment) OS=Homo sapiens OX=9606 GN=CFH PE=1 SV=1
100.0,120,56280768.7281762,48642899.0093514,30233518.52760506,53.7190930593474,15657496.7007254,208963688.152705,IGHG4,P01861,Immunoglobulin heavy constant gamma 4 OS=Homo sapiens OX=9606 GN=IGHG4 PE=1 SV=2
100.0,120,168868583.31210676,168974167.510091,40220543.97112595,23.81765937882562,59295300.3081925,275621194.867268,IGLC2,P0DOY2,Immunoglobulin lambda constant 2 OS=Homo sapiens OX=9606 GN=IGLC2 PE=1 SV=1
1.6666666666666667,2,1324886.932816038,1324886.932816038,840970.7547211613,63.4749074725708,730230.809373136,1919543.05625894,POTEE,Q6S8J3,POTE ankyrin domain family member E OS=Homo sapiens OX=9606 GN=POTEE PE=1 SV=3
0.0,0,,,,,,,POTEF,A5A3E0,POTE ankyrin domain family member F OS=Homo sapiens OX=9606 GN=POTEF PE=1 SV=2
64.16666666666667,77,965682.7727631844,687657.581672551,980982.3735716029,101.58432988968423,199619.821012485,7978984.18079393,HBA1,G3V1N2,Alpha-globin OS=Homo sapiens OX=9606 GN=HBA1 PE=1 SV=1
42.5,51,942019.672137194,795743.923113202,569712.5092404132,60.47777197135235,280704.79344809,3277591.99445951,EEF1A1,A0A087WVQ9,Elongation factor 1-alpha OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=2
100.0,120,303938103.90926164,296778410.14730453,41685653.05896066,13.715178361251338,225566605.742602,464189424.415569,C1QB,A0A8Q3WM25,Complement C1q B chain OS=Homo sapiens OX=9606 GN=C1QB PE=1 SV=1
17.5,21,1592523.360221203,1264045.49820692,1028653.001398828,64.59264756128583,462966.163205423,4375335.40694719,C1QB,P02746,Complement C1q subcomponent subunit B OS=Homo sapiens OX=9606 GN=C1QB PE=1 SV=3
66.66666666666666,80,2501488.9214475537,2128013.1761287954,1762331.7134732516,70.45130995237153,542496.178791916,12151883.8069709,KRT13,K7EMD9,Keratin 13 (Fragment) OS=Homo sapiens OX=9606 GN=KRT13 PE=1 SV=1
99.16666666666667,119,11663975.66924145,6092513.68186002,13586436.110733744,116.48203405089336,794977.489531066,78414433.2084798,ACTBL2,Q562R1,Beta-actin-like protein 2 OS=Homo sapiens OX=9606 GN=ACTBL2 PE=1 SV=2
17.5,21,995044.055698912,685956.385058945,714790.7060428103,71.83508126589896,358048.574016979,2647949.71407194,TLN2,Q9Y4G6,Talin-2 OS=Homo sapiens OX=9606 GN=TLN2 PE=1 SV=4
100.0,120,1058568026.0740354,1060257650.343385,225592975.1151593,21.311145770369368,360940249.7228,1717548560.81086,HBD,P02042,Hemoglobin subunit delta OS=Homo sapiens OX=9606 GN=HBD PE=1 SV=2
0.0,0,,,,,,,POTEKP,Q9BYX7,Putative beta-actin-like protein 3 OS=Homo sapiens OX=9606 GN=POTEKP PE=5 SV=1
100.0,120,5285968.235889373,5178840.734209665,2119442.297359123,40.095630597419266,1472838.50666711,11887949.8765881,FHL1,Q5JXI2,Four and a half LIM domains 1 OS=Homo sapiens OX=9606 GN=FHL1 PE=1 SV=1
99.16666666666667,119,9214255.430110326,7477123.99948176,5832996.933015735,63.304050742447174,1371398.29278348,32205408.6784511,CSRP1,E9PP21,Cysteine and glycine-rich protein 1 OS=Homo sapiens OX=9606 GN=CSRP1 PE=1 SV=1
1.6666666666666667,2,444854.67937017395,444854.67937017395,8446.799015381353,1.8987771528761588,438881.890507078,450827.46823327,KRT19,K7EMS3,"Keratin, type I cytoskeletal 19 (Fragment) OS=Homo sapiens OX=9606 GN=KRT19 PE=1 SV=1"
100.0,120,36984560.710782036,34049422.8320831,17178302.55936503,46.447226164719794,9719443.68070934,113110539.967981,IGHA2,P01877,Immunoglobulin heavy constant alpha 2 OS=Homo sapiens OX=9606 GN=IGHA2 PE=1 SV=5
100.0,120,217887887.66758373,188673861.22529,118938767.02761549,54.58714034121622,111203485.704025,1119832188.45985,KRT73,Q86Y46,"Keratin, type II cytoskeletal 73 OS=Homo sapiens OX=9606 GN=KRT73 PE=1 SV=1"
95.0,114,112097231.50100753,104916371.238249,73706749.26642303,65.75251527577696,695514.054248963,322540084.610145,KRT72,Q14CN4,"Keratin, type II cytoskeletal 72 OS=Homo sapiens OX=9606 GN=KRT72 PE=1 SV=2"
100.0,120,112785916.15318237,106948657.35835999,41340079.39312701,36.653583003200666,41988449.9695593,271445402.44133,TUBA4A,P68366,Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A PE=1 SV=1
100.0,120,405681392.2748374,397391555.602094,98505289.07231137,24.281441285721307,188999731.844507,737120256.637909,HNRNPK,A0A994J4E9,Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1
0.0,0,,,,,,,POTEJ,P0CG39,POTE ankyrin domain family member J OS=Homo sapiens OX=9606 GN=POTEJ PE=1 SV=1
100.0,120,4171089995.6631184,4201231446.963935,1255632881.5695536,30.103231598337487,288575119.961881,7177095867.64236,FHL1,Q5JXI0,Four and a half LIM domains 1 (Fragment) OS=Homo sapiens OX=9606 GN=FHL1 PE=1 SV=1
0.0,0,,,,,,,F12,A0A8Q3WL37,Coagulation factor XII OS=Homo sapiens OX=9606 GN=F12 PE=1 SV=1
0.0,0,,,,,,,KRT71,Q3SY84,"Keratin, type II cytoskeletal 71 OS=Homo sapiens OX=9606 GN=KRT71 PE=1 SV=3"
0.0,0,,,,,,,TUBA3E,Q6PEY2,Tubulin alpha-3E chain OS=Homo sapiens OX=9606 GN=TUBA3E PE=1 SV=2
100.0,120,171088304.8482574,169854725.55657,32781802.558499422,19.160750109468,31473580.9567526,273650617.426249,RAB1B,Q9H0U4,Ras-related protein Rab-1B OS=Homo sapiens OX=9606 GN=RAB1B PE=1 SV=1
54.166666666666664,65,910403.6110004236,670072.865112191,704538.3423566758,77.38747230829559,177507.913795408,3857267.3433593,TUBA1C,F5H5D3,Tubulin alpha chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1
100.0,120,239485342.09569597,232225683.51973498,68053032.03009918,28.416366293894455,131143343.00469,702058085.966725,CPN1,P15169,Carboxypeptidase N catalytic chain OS=Homo sapiens OX=9606 GN=CPN1 PE=1 SV=1
10.0,12,844714.9433269338,753612.1303588025,416603.70076079655,49.318850584078824,432363.98783306,1973928.48013374,THBS2,A0A3B3ITK0,Thrombospondin 2 OS=Homo sapiens OX=9606 GN=THBS2 PE=1 SV=1
97.5,117,649241.6134684557,563438.070715523,532598.1314225786,82.03388698042158,77937.5677083333,3988372.49303299,KRT84,Q9NSB2,"Keratin, type II cuticular Hb4 OS=Homo sapiens OX=9606 GN=KRT84 PE=1 SV=2"
0.0,0,,,,,,,LIMS2,Q7Z4I7,LIM and senescent cell antigen-like-containing domain protein 2 OS=Homo sapiens OX=9606 GN=LIMS2 PE=1 SV=1
59.166666666666664,71,4426527.759248836,4168462.95350501,2905613.701971824,65.64092354104868,223014.923201598,11477281.8382631,PON3,Q15166,Serum paraoxonase/lactonase 3 OS=Homo sapiens OX=9606 GN=PON3 PE=1 SV=3
96.66666666666667,116,12888651.523568127,12839645.41246995,5035896.681127931,39.07233174796691,1549173.89474288,23505088.5242187,CFB,P00751,Complement factor B OS=Homo sapiens OX=9606 GN=CFB PE=1 SV=2
100.0,120,1250730147.2257264,1090739294.36836,493783450.50007194,39.47961529474159,532012070.700058,2897189882.038,AMBP,S4R3Y4,Alpha-1-microglobulin/bikunin precursor OS=Homo sapiens OX=9606 GN=AMBP PE=1 SV=1
100.0,120,28414605.156822585,27255376.64401165,10557454.287397563,37.15502724436989,10169663.6248357,74695757.7828723,SYNCRIP,A0A7I2YQV8,Synaptotagmin binding cytoplasmic RNA interacting protein OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=1
100.0,120,234580054.310351,224846264.329679,63623626.77518662,27.122351455768758,115487230.713408,487944637.916554,PCOLCE,Q15113,Procollagen C-endopeptidase enhancer 1 OS=Homo sapiens OX=9606 GN=PCOLCE PE=1 SV=2
95.0,114,13376577.115016794,10196102.96927681,14452550.446480425,108.04371194672606,457009.996677433,61708861.1181066,,H0YJW9,Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=1 SV=3
0.0,0,,,,,,,H1-2,P16403,Histone H1.2 OS=Homo sapiens OX=9606 GN=H1-2 PE=1 SV=2
28.333333333333332,34,1662444.1016331285,1546427.8638023,1129820.2811021432,67.961399724192,334730.576495122,5023442.07018331,H1-4,P10412,Histone H1.4 OS=Homo sapiens OX=9606 GN=H1-4 PE=1 SV=2
4.166666666666666,5,3659705.64200989,2628394.96912333,2106132.792407952,57.549240251226195,1787537.42120337,6128155.3730737,KRT20,P35900,"Keratin, type I cytoskeletal 20 OS=Homo sapiens OX=9606 GN=KRT20 PE=1 SV=1"
100.0,120,449453227.2492935,423265556.499016,167368962.08814108,37.238349163150694,138702359.827036,1222649846.99354,WAS,A0A8V8TNH9,WASP actin nucleation promoting factor OS=Homo sapiens OX=9606 GN=WAS PE=1 SV=1
13.333333333333334,16,930263.517771455,846757.3078051256,274587.7816249696,29.517204144775427,590731.455023273,1595960.1673126,PIP4K2B,P78356,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta OS=Homo sapiens OX=9606 GN=PIP4K2B PE=1 SV=1
100.0,120,513285076.75080204,512034395.3217975,245819512.58211768,47.89142013210373,12059.5095863733,1348699462.96178,CALD1,E9PGZ1,Caldesmon 1 OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=1
100.0,120,203655686.34100786,200939396.831383,45863834.53442404,22.52028183373584,76043348.2435863,338773986.404765,PZP,P20742,Pregnancy zone protein OS=Homo sapiens OX=9606 GN=PZP PE=1 SV=4
100.0,120,167149811.8270874,149203136.37707353,74571278.63518786,44.61343857947631,54200552.9026924,520370752.868875,CFD,P00746,Complement factor D OS=Homo sapiens OX=9606 GN=CFD PE=1 SV=5
100.0,120,165618261.11977583,151134391.047959,58981049.17167381,35.6126484923172,70227158.194415,396464623.733573,TUBB,P07437,Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2
100.0,120,508482818.51379687,506330577.2058775,101403088.80312322,19.942284205296467,330567345.146463,765175090.950478,BZW1,Q7L1Q6,eIF5-mimic protein 2 OS=Homo sapiens OX=9606 GN=BZW1 PE=1 SV=1
35.833333333333336,43,1806203.7569535617,1556509.55780721,991890.408971729,54.915753837468685,500774.572738919,5408412.38854813,MAPRE2,K7ERD8,Microtubule associated protein RP/EB family member 2 (Fragment) OS=Homo sapiens OX=9606 GN=MAPRE2 PE=1 SV=1
15.0,18,772487.8257029712,691563.8653349939,214836.184085033,27.810947556297087,435252.353702868,1227806.87857971,TUBA8,C9J2C0,Tubulin alpha chain (Fragment) OS=Homo sapiens OX=9606 GN=TUBA8 PE=1 SV=1
100.0,120,494863616.60242486,488640010.3582295,92290842.09235084,18.64975298163769,163345611.014493,1123714799.41103,FCN1,O00602,Ficolin-1 OS=Homo sapiens OX=9606 GN=FCN1 PE=1 SV=2
100.0,120,355860316.79809433,356440440.839373,44829207.26444725,12.597416780776417,237962880.472747,498440994.368202,CDH1,P12830,Cadherin-1 OS=Homo sapiens OX=9606 GN=CDH1 PE=1 SV=3
100.0,120,18988836.89663951,18765592.07915005,5234437.557006004,27.56586717500508,4933233.4172435,33602988.7662302,CDH1,H3BNC6,Cadherin 1 OS=Homo sapiens OX=9606 GN=CDH1 PE=1 SV=1
98.33333333333333,118,17108620.489443123,10095075.02584264,16153686.752559705,94.41840598736374,339630.145790631,63242317.9389047,KRAS,A0A8I5KQ21,"KRAS proto-oncogene, GTPase OS=Homo sapiens OX=9606 GN=KRAS PE=1 SV=1"
100.0,120,316445658.3256485,312129272.53152,70516645.48061565,22.28396681241499,130894672.481978,504483281.630524,ROCK2,O75116,Rho-associated protein kinase 2 OS=Homo sapiens OX=9606 GN=ROCK2 PE=1 SV=4
0.0,0,,,,,,,TUBB2A,Q13885,Tubulin beta-2A chain OS=Homo sapiens OX=9606 GN=TUBB2A PE=1 SV=1
0.0,0,,,,,,,ARF4,C9JAK5,ADP-ribosylation factor 4 OS=Homo sapiens OX=9606 GN=ARF4 PE=1 SV=1
100.0,120,124636508.38875772,95703078.75741205,102912246.09419744,82.56990461671195,30474374.6724289,887370751.598874,CD9,A0A2R8Y478,CD9 molecule OS=Homo sapiens OX=9606 GN=CD9 PE=1 SV=1
100.0,120,13003687.442899602,12727468.7144871,6480438.620299039,49.835392066713744,1818905.40342706,32123962.9535807,H2BC12,O60814,Histone H2B type 1-K OS=Homo sapiens OX=9606 GN=H2BC12 PE=1 SV=3
100.0,120,149874306.5902591,129024870.5279715,88596106.17269933,59.113605385953136,17617228.4860791,526168798.326086,PGLYRP2,Q96PD5,N-acetylmuramoyl-L-alanine amidase OS=Homo sapiens OX=9606 GN=PGLYRP2 PE=1 SV=1
17.5,21,3523717.2867414355,1063422.24864974,6215146.987454912,176.38040971222128,531723.55811013,24896143.091293,H2BC1,Q96A08,Histone H2B type 1-A OS=Homo sapiens OX=9606 GN=H2BC1 PE=1 SV=3
0.0,0,,,,,,,TUBB8,Q3ZCM7,Tubulin beta-8 chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=2
46.666666666666664,56,742434.6715439883,663767.3753454265,312370.1201214294,42.07375168401222,298166.281083648,1688312.97510636,UBC,F5H2Z3,Ubiquitin C (Fragment) OS=Homo sapiens OX=9606 GN=UBC PE=1 SV=1
99.16666666666667,119,462017260.7474046,335756387.997414,425897096.3644272,92.18207468600939,167827.494923406,2236037249.22028,UBA52,P62987,Ubiquitin-ribosomal protein eL40 fusion protein OS=Homo sapiens OX=9606 GN=UBA52 PE=1 SV=2
97.5,117,1749640.2633073376,1360172.98278059,1130843.6712297227,64.63292454713483,410355.05695413,6031401.875,FLNB,O75369,Filamin-B OS=Homo sapiens OX=9606 GN=FLNB PE=1 SV=2
100.0,120,89036579.94517893,92494182.47025481,35211926.42113553,39.54770774306022,14325358.5431733,170362032.197256,HBG2,P69892,Hemoglobin subunit gamma-2 OS=Homo sapiens OX=9606 GN=HBG2 PE=1 SV=2
100.0,120,109080249.86014715,106131301.802479,47868666.76518287,43.883899080315416,6186082.19589086,229587082.521156,RAB14,P61106,Ras-related protein Rab-14 OS=Homo sapiens OX=9606 GN=RAB14 PE=1 SV=4
100.0,120,3617727.639949872,3421998.099098215,1292289.739982635,35.72103454422957,1060849.47415922,7148665.05792513,IGHV3OR16-9,A0A0B4J2B5,Immunoglobulin heavy variable 3/OR16-9 (non-functional) (Fragment) OS=Homo sapiens OX=9606 GN=IGHV3OR16-9 PE=1 SV=1
100.0,120,308194115.7361305,310896059.984411,74637423.08169246,24.217666487051133,145832674.624646,526331466.366836,DNM2,P50570,Dynamin-2 OS=Homo sapiens OX=9606 GN=DNM2 PE=1 SV=2
4.166666666666666,5,623580.7395109361,676827.595726719,160648.6353017072,25.76228307303096,448133.696504478,773755.401225915,RAB6B,Q9NRW1,Ras-related protein Rab-6B OS=Homo sapiens OX=9606 GN=RAB6B PE=1 SV=1
98.33333333333333,118,17424042.719389193,16043404.3525883,8064818.7426845115,46.28557719105057,2474487.0052362,49681248.1065628,NEFH,P12036,Neurofilament heavy polypeptide OS=Homo sapiens OX=9606 GN=NEFH PE=1 SV=5
100.0,120,5690829.325943817,4520236.409146615,3162500.8867146587,55.5718807502659,1585728.35449421,17023870.6295859,EZR,P15311,Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4
100.0,120,302885407.3523378,276753392.723132,138918213.98304316,45.86494119917889,114024246.118335,972987496.775276,MNDA,P41218,Myeloid cell nuclear differentiation antigen OS=Homo sapiens OX=9606 GN=MNDA PE=1 SV=1
100.0,120,17341410.75075952,17349788.920567103,4286776.065437852,24.7198807931477,3928072.68053672,26985406.7861474,RDX,P35241,Radixin OS=Homo sapiens OX=9606 GN=RDX PE=1 SV=1
100.0,120,22781458.462658107,22546110.252018802,6562495.311202476,28.806300184684368,9300015.11113954,35740279.0858401,RHOG,P84095,Rho-related GTP-binding protein RhoG OS=Homo sapiens OX=9606 GN=RHOG PE=1 SV=1
100.0,120,6108972.751780672,5861620.74671082,2168305.7538687456,35.49378663109469,1915136.50634203,18156721.1366884,IGF2,P01344,Insulin-like growth factor 2 OS=Homo sapiens OX=9606 GN=IGF2 PE=1 SV=1
100.0,120,136485328.97438127,116154646.9863315,68486815.7212064,50.17888459942943,69050603.7634492,614587143.535268,KRT31,Q15323,"Keratin, type I cuticular Ha1 OS=Homo sapiens OX=9606 GN=KRT31 PE=1 SV=3"
100.0,120,19714364.968550872,18741018.6100986,6095539.427936166,30.919278595379605,9417920.84777235,37736716.1140895,ENO3,P13929,Beta-enolase OS=Homo sapiens OX=9606 GN=ENO3 PE=1 SV=5
100.0,120,357659456.3562816,324575578.90030897,130055248.45023774,36.36287147981445,187905882.432782,952978487.455265,PRAM1,Q96QH2,PML-RARA-regulated adapter molecule 1 OS=Homo sapiens OX=9606 GN=PRAM1 PE=1 SV=3
100.0,120,7853741.70639832,7405174.1988515705,3009825.3914017696,38.323457836023714,1474.57741534147,16653532.0597811,KIF2A,A0A6Q8PFA6,Kinesin-like protein OS=Homo sapiens OX=9606 GN=KIF2A PE=1 SV=1
0.0,0,,,,,,,ENO1,A0A2R8Y6I8,Enolase 1 (Fragment) OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=1
100.0,120,414312997.8112374,413195369.55699503,78246615.989798,18.885870441710704,149521312.923082,577617051.263651,HNRNPA3,P51991,Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2
100.0,120,18477757.262440834,16270927.6568906,10991458.386036385,59.484807760617045,2066779.98191432,57264321.0951018,INF2,A0A6Q8PHS8,Inverted formin 2 (Fragment) OS=Homo sapiens OX=9606 GN=INF2 PE=1 SV=1
84.16666666666667,101,5075513.893855416,4432408.16102409,3724637.222585096,73.38443555625499,601490.185479852,19285737.908866,KRT33B,Q14525,"Keratin, type I cuticular Ha3-II OS=Homo sapiens OX=9606 GN=KRT33B PE=1 SV=3"
100.0,120,51561135.768209726,48022295.95072545,16475882.18203878,31.95407148536295,22232753.6508179,145672863.952318,TMA7,Q9Y2S6,Translation machinery-associated protein 7 OS=Homo sapiens OX=9606 GN=TMA7 PE=1 SV=1
0.0,0,,,,,,,KRT35,Q92764,"Keratin, type I cuticular Ha5 OS=Homo sapiens OX=9606 GN=KRT35 PE=1 SV=5"
