Gene,Accession,Description,Mean_Group1,Mean_Group2,Log2FC,P_value,T_statistic,Cohens_d,FDR
S100A7,P31151,Protein S100-A7 OS=Homo sapiens OX=9606 GN=S100A7 PE=1 SV=4,27.42122031658277,27.77763290025005,-0.35641258366728223,0.03262712066524526,-2.1891100320293564,-0.5652257798043522,0.11105769918746942
ANGPTL3,Q9Y5C1,Angiopoietin-related protein 3 OS=Homo sapiens OX=9606 GN=ANGPTL3 PE=1 SV=1,19.377760581168765,18.604574834462777,0.7731857467059875,0.0021616329696661353,3.210499622162144,0.8289474379759458,0.015169521236467637
CD9,A0A087WU13,Tetraspanin OS=Homo sapiens OX=9606 GN=CD9 PE=1 SV=2,30.071138752740158,29.956493825915892,0.11464492682426553,0.10982301762637763,1.6238866522943347,0.4192857306976315,0.2595668651021062
RAB8B,Q92930,Ras-related protein Rab-8B OS=Homo sapiens OX=9606 GN=RAB8B PE=1 SV=2,27.08433591904064,27.160420408175582,-0.07608448913494215,0.46681478049779146,-0.7324976910283865,-0.18913009056588845,0.6455173136571023
RAP1A,P62834,Ras-related protein Rap-1A OS=Homo sapiens OX=9606 GN=RAP1A PE=1 SV=1,28.79355353912261,28.96966911100851,-0.17611557188590155,0.10901408982708906,-1.6276778882628062,-0.4202646236154603,0.2580378084614456
CFHR2,P36980,Complement factor H-related protein 2 OS=Homo sapiens OX=9606 GN=CFHR2 PE=1 SV=1,25.99443184553416,25.41134325296355,0.5830885925706077,0.001260278550529242,3.3906742152004417,0.8754683178590809,0.010139513792894355
TNIK,Q9UKE5,TRAF2 and NCK-interacting protein kinase OS=Homo sapiens OX=9606 GN=TNIK PE=1 SV=1,27.815316153900692,27.984327813653024,-0.16901165975233212,0.06423842167224014,-1.8864892327059928,-0.4870894254046612,0.17921507132027764
GLIPR2,Q9H4G4,Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens OX=9606 GN=GLIPR2 PE=1 SV=3,26.43621330489215,26.37806849427504,0.05814481061710808,0.4270756866887615,0.7998254289545275,0.20651403774760588,0.6090703392078757
HSPA5,P11021,Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2,23.08799163980841,23.09033265467285,-0.0023410148644380513,0.9627887390967849,-0.04685628164994226,-0.01209823989969537,0.9812683694057442
EMILIN1,Q9Y6C2,EMILIN-1 OS=Homo sapiens OX=9606 GN=EMILIN1 PE=1 SV=3,27.105684580210685,27.10615378267035,-0.0004692024596657518,0.9965500928595663,-0.004342507715788946,-0.0011212306709351863,0.9978028271057757
C8A,P07357,Complement component C8 alpha chain OS=Homo sapiens OX=9606 GN=C8A PE=1 SV=2,27.350162674731596,27.205270216197395,0.1448924585342013,0.14040467975561238,1.494735515831908,0.3859390506534488,0.30080684136581193
MYL6,B7Z6Z4,Myosin light chain 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=1,26.907320875603272,27.00367344224601,-0.09635256664273939,0.37358899335360585,-0.8966942248278309,-0.2315254532932372,0.5624456139143534
SERPINF2,P08697,Alpha-2-antiplasmin OS=Homo sapiens OX=9606 GN=SERPINF2 PE=1 SV=3,25.19056511184355,25.260602427363082,-0.07003731551953152,0.2018567625037015,-1.29091006039021,-0.3333115443561929,0.38417899960381896
CYP2C9,P11712,Cytochrome P450 2C9 OS=Homo sapiens OX=9606 GN=CYP2C9 PE=1 SV=3,21.16509706310695,19.4593755101193,1.7057215529876473,0.00013011417479506554,4.100418579335056,1.0587235246829432,0.001669566948217428
RAP1B,F5GZG1,"RAP1B, member of RAS oncogene family (Fragment) OS=Homo sapiens OX=9606 GN=RAP1B PE=1 SV=8",21.445542032818288,19.483115263125455,1.9624267696928328,0.0013997543839473884,3.356043048741447,0.8665265891287192,0.010984279476000934
SCARB1,B7ZKQ9,Scavenger receptor class B member 1 OS=Homo sapiens OX=9606 GN=SCARB1 PE=1 SV=1,21.15784422743304,21.13870779939352,0.01913642803951987,0.9597515501481564,0.05068390564469396,0.013086528165509852,0.9794261495105785
CIRBP,Q14011,Cold-inducible RNA-binding protein OS=Homo sapiens OX=9606 GN=CIRBP PE=1 SV=1,24.09967191708889,23.853037850994657,0.24663406609423433,0.0347490732885561,2.1620904349262875,0.5582493498309241,0.11604879192593263
PIGR,P01833,Polymeric immunoglobulin receptor OS=Homo sapiens OX=9606 GN=PIGR PE=1 SV=4,26.032010503784498,26.065522641665567,-0.03351213788106833,0.7679939006250591,-0.2963861749506367,-0.07652658130866224,0.8682855100750313
SPTB,P11277,"Spectrin beta chain, erythrocytic OS=Homo sapiens OX=9606 GN=SPTB PE=1 SV=5",27.670658242782544,28.12420992381612,-0.4535516810335771,0.003283629744750228,-3.06687485374558,-0.7918636822305959,0.021092024933012557
DTD1,Q8TEA8,D-aminoacyl-tRNA deacylase 1 OS=Homo sapiens OX=9606 GN=DTD1 PE=1 SV=2,28.06924812312855,28.372674498679622,-0.3034263755510729,0.31724514977857776,-1.0088327496321614,-0.2604794958955998,0.5120278861167926
CDC42,P60953,Cell division control protein 42 homolog OS=Homo sapiens OX=9606 GN=CDC42 PE=1 SV=2,29.778355860837713,29.554618593883742,0.22373726695397167,0.0372157792251136,2.1324411754746673,0.5505939439586903,0.12098925776654279
LRRC47,Q8N1G4,Leucine-rich repeat-containing protein 47 OS=Homo sapiens OX=9606 GN=LRRC47 PE=1 SV=1,27.217666612267877,27.227412871988523,-0.009746259720646577,0.8775917769463005,-0.1547040001738949,-0.03994440108434429,0.9348963009380826
ITGA1,P56199,Integrin alpha-1 OS=Homo sapiens OX=9606 GN=ITGA1 PE=1 SV=2,23.298278152248084,20.193120628488707,3.1051575237593774,6.852351806402867e-10,7.37556132052276,1.9043617442210823,4.548248511499903e-08
UBE2O,Q9C0C9,(E3-independent) E2 ubiquitin-conjugating enzyme OS=Homo sapiens OX=9606 GN=UBE2O PE=1 SV=3,25.64435570247986,25.381271585787907,0.2630841166919531,0.035715510584977635,2.1502611706948045,0.5551950469398295,0.1180390214976543
PF4V1,P10720,Platelet factor 4 variant OS=Homo sapiens OX=9606 GN=PF4V1 PE=1 SV=1,25.533931662729746,24.670940904113753,0.8629907586159931,2.6974266796615354e-07,5.819683005524076,1.502635690706738,8.952084793126722e-06
C8G,P07360,Complement component C8 gamma chain OS=Homo sapiens OX=9606 GN=C8G PE=1 SV=3,23.03664514081097,22.862722095503393,0.17392304530757485,0.11777220107820865,1.587784587113775,0.40996421755043133,0.2677852562606775
IGLV3-25,P01717,Immunoglobulin lambda variable 3-25 OS=Homo sapiens OX=9606 GN=IGLV3-25 PE=1 SV=2,28.3427190260066,28.236361900342352,0.10635712566424615,0.1071452019304789,1.636524989203349,0.42254893525578957,0.2566098829892663
KRT4,P19013,"Keratin, type II cytoskeletal 4 OS=Homo sapiens OX=9606 GN=KRT4 PE=1 SV=5",27.048680379067683,27.04830766761349,0.00037271145419381924,0.9984976259360752,0.00189108106295844,0.00048827503087775053,0.9984976259360752
IGHV5-51,A0A0C4DH38,Immunoglobulin heavy variable 5-51 OS=Homo sapiens OX=9606 GN=IGHV5-51 PE=1 SV=1,25.393802727067165,25.130984058690316,0.2628186683768483,0.02854696465340687,2.2457237156106147,0.5798433700495301,0.09895546052310207
GNAI2,P04899,Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens OX=9606 GN=GNAI2 PE=1 SV=3,23.227566435914547,23.091405704800554,0.13616073111399274,0.3857521558566489,0.8739456981955588,0.22565180897340084,0.573230582350412
H1-5,P16401,Histone H1.5 OS=Homo sapiens OX=9606 GN=H1-5 PE=1 SV=3,27.721696507432657,27.697346151843135,0.024350355589522366,0.7353658153966235,0.339624894315645,0.08769077064279646,0.847026568276805
IGLL5,B9A064,Immunoglobulin lambda-like polypeptide 5 OS=Homo sapiens OX=9606 GN=IGLL5 PE=1 SV=2,27.21558296530527,27.139156336320728,0.07642662898454233,0.5285624162019649,0.6340169866844467,0.16370248204276477,0.6932435138267029
MYLK,Q15746,"Myosin light chain kinase, smooth muscle OS=Homo sapiens OX=9606 GN=MYLK PE=1 SV=4",28.475781777769352,28.5538770490387,-0.07809527126934768,0.18117674124777863,-1.3534077622528926,-0.3494483815888867,0.3576388461062099
STOM,P27105,Stomatin OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=3,26.879405608706225,26.71255644674687,0.16684916195935529,0.22246594078877127,1.2332268325676146,0.31841779897536626,0.4092242998574049
KRT17,Q04695,"Keratin, type I cytoskeletal 17 OS=Homo sapiens OX=9606 GN=KRT17 PE=1 SV=2",28.270533564446186,28.224621522533507,0.04591204191267906,0.7805239563738933,0.2799341933605989,0.07227869792797376,0.8743389390241598
CFP,P27918,Properdin OS=Homo sapiens OX=9606 GN=CFP PE=1 SV=2,23.558696767017064,23.458170886815253,0.10052588020181119,0.28655192368312704,1.0756186835436083,0.2777235498822627,0.47870535496012057
HSPB1,P04792,Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2,27.572865117496598,27.940907796717926,-0.36804267922132894,0.018682063795205206,-2.4198384182344057,-0.62479959295565,0.07312168949818647
CISD2,D6RCF4,CDGSH iron-sulfur domain-containing protein 2 OS=Homo sapiens OX=9606 GN=CISD2 PE=1 SV=1,20.8012366246678,20.62018581952316,0.18105080514463978,0.36207709487874984,0.9186620626460943,0.23719752462805854,0.5540718656501906
ACTA1,P68133,"Actin, alpha skeletal muscle OS=Homo sapiens OX=9606 GN=ACTA1 PE=1 SV=1",26.199277289114846,26.404652509548843,-0.20537522043399647,0.005698339960238897,-2.871321437778652,-0.7413720073416704,0.03175897645031062
BZW2,Q9Y6E2,eIF5-mimic protein 1 OS=Homo sapiens OX=9606 GN=BZW2 PE=1 SV=1,24.767000010807127,24.87835400489629,-0.11135399408916413,0.6125405455803753,-0.5092048202603909,-0.1314761192451357,0.7569215008075078
SERPINE1,P05121,Plasminogen activator inhibitor 1 OS=Homo sapiens OX=9606 GN=SERPINE1 PE=1 SV=1,16.92690063818915,15.625162344659326,1.301738293529823,0.01105225689382813,2.625251032552631,0.6778369019126776,0.05016024282583536
HMGN3,A0A087WZE9,High mobility group nucleosome-binding domain-containing protein 3 OS=Homo sapiens OX=9606 GN=HMGN3 PE=1 SV=1,24.01497493846123,23.664283749450767,0.3506911890104618,0.0066698997047207765,2.814021960555344,0.7265773459395195,0.0355652143772089
UGT2B17,O75795,UDP-glucuronosyltransferase 2B17 OS=Homo sapiens OX=9606 GN=UGT2B17 PE=1 SV=1,22.49356623778783,21.897225816830098,0.5963404209577341,0.0013612481124040065,3.3652654997067577,0.8689078157287103,0.01073499130227516
CFI,P05156,Complement factor I OS=Homo sapiens OX=9606 GN=CFI PE=1 SV=2,23.825151398150187,23.942823800222836,-0.11767240207264962,0.5057280850112509,-0.6696659547487547,-0.1729070060176011,0.6735993640659889
PPP2R5A,Q15172,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R5A PE=1 SV=1,27.845152667175277,28.158294017246792,-0.3131413500715148,0.004508232087108347,-2.9553567620390013,-0.7630698347652353,0.026676348144311714
DNAJB11,Q9UBS4,DnaJ homolog subfamily B member 11 OS=Homo sapiens OX=9606 GN=DNAJB11 PE=1 SV=1,26.992715746087285,26.683520761479606,0.3091949846076787,0.013730417140738282,2.541581794979204,0.6562335976652274,0.058797189530097
IQGAP1,P46940,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens OX=9606 GN=IQGAP1 PE=1 SV=1,29.01769042480606,29.527163591902696,-0.5094731670966368,0.025026725156063415,-2.3006411130959323,-0.5940229811080426,0.09036957782997027
ARF5,P84085,ADP-ribosylation factor 5 OS=Homo sapiens OX=9606 GN=ARF5 PE=1 SV=2,23.163641381810002,23.31445405874075,-0.15081267693074807,0.3434338679095943,-0.9552141551969657,-0.24663523434262902,0.5337464893463255
CFHR5,Q9BXR6,Complement factor H-related protein 5 OS=Homo sapiens OX=9606 GN=CFHR5 PE=1 SV=1,25.803092148493022,25.443001895080968,0.3600902534120536,0.0023173549215797693,3.1868595237732986,0.8228435908184324,0.016050201695985096
PSTPIP2,Q9H939,Proline-serine-threonine phosphatase-interacting protein 2 OS=Homo sapiens OX=9606 GN=PSTPIP2 PE=1 SV=4,27.223152217218384,27.323023807456615,-0.09987159023823011,0.20333810086377826,-1.2866214869934673,-0.3322042394665548,0.38561618413809384
KRT13,P13646,"Keratin, type I cytoskeletal 13 OS=Homo sapiens OX=9606 GN=KRT13 PE=1 SV=4",27.36623439465906,27.10845830883523,0.2577760858238278,0.11484912171045959,1.600824527746824,0.41333111574425346,0.2643853336485002
BDH1,Q02338,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=BDH1 PE=1 SV=3",24.76231629989952,24.362362474253203,0.39995382564631754,0.02086720666836781,2.3751794151808547,0.6132686879500082,0.07858501234683196
TBC1D10B,Q4KMP7,TBC1 domain family member 10B OS=Homo sapiens OX=9606 GN=TBC1D10B PE=1 SV=3,27.17563649777161,27.13800322960866,0.03763326816294921,0.7668614056300032,0.29787709779588445,0.07691153593200391,0.8681349251888905
EIF1AX,P47813,"Eukaryotic translation initiation factor 1A, X-chromosomal OS=Homo sapiens OX=9606 GN=EIF1AX PE=1 SV=2",26.63150448258194,26.307038438564575,0.32446604401736323,0.09363583918005343,1.7045203206597064,0.44010525434581127,0.23270185930393936
ANG,P03950,Angiogenin OS=Homo sapiens OX=9606 GN=ANG PE=1 SV=1,29.121649134612895,29.04532518317661,0.07632395143628301,0.2139503154494127,1.2565601899073096,0.3244424459345493,0.3981575379800403
MOB1A,Q9H8S9,MOB kinase activator 1A OS=Homo sapiens OX=9606 GN=MOB1A PE=1 SV=4,26.115798224354684,26.598892412079042,-0.4830941877243582,0.000947164936414426,-3.4839521095204984,-0.8995525666104727,0.007941230230043056
MTDH,Q86UE4,Protein LYRIC OS=Homo sapiens OX=9606 GN=MTDH PE=1 SV=2,23.92304045832738,24.019039250865774,-0.09599879253839205,0.2788865855244667,-1.0930602911625915,-0.2822269536048898,0.47162030864169374
S100A6,P06703,Protein S100-A6 OS=Homo sapiens OX=9606 GN=S100A6 PE=1 SV=1,22.170704805551114,21.84843239476289,0.3222724107882229,0.18365737813528543,1.3456346323667232,0.3474413680824172,0.36121245088836945
SPRR2D,P22532,Small proline-rich protein 2D OS=Homo sapiens OX=9606 GN=SPRR2D PE=1 SV=2,28.373444941527158,28.53877612507489,-0.1653311835477318,0.38554852915560545,-0.8743227922434789,-0.22574917423790405,0.573230582350412
SPRR2F,Q96RM1,Small proline-rich protein 2F OS=Homo sapiens OX=9606 GN=SPRR2F PE=1 SV=1,16.732983127969025,15.082820220763024,1.650162907206001,0.002330767777882536,3.1848937482545145,0.82233602976199,0.016073216753969177
ABCF1,Q8NE71,ATP-binding cassette sub-family F member 1 OS=Homo sapiens OX=9606 GN=ABCF1 PE=1 SV=2,25.35774196379797,24.35486582664605,1.0028761371519188,4.6015997116674194e-05,4.406100563471965,1.1376502736028025,0.0007116843049209902
LCP2,Q13094,Lymphocyte cytosolic protein 2 OS=Homo sapiens OX=9606 GN=LCP2 PE=1 SV=1,27.869405294560476,27.431736200247727,0.43766909431274925,0.0011306518858819675,3.426282988661841,0.8846624636320722,0.009332271783471369
DNAJC13,O75165,DnaJ homolog subfamily C member 13 OS=Homo sapiens OX=9606 GN=DNAJC13 PE=1 SV=5,30.855610882997414,30.75354402562362,0.10206685737379573,0.2902146806119535,1.0673986403954763,0.27560114386774126,0.48358994373937436
EHD4,Q9H223,EH domain-containing protein 4 OS=Homo sapiens OX=9606 GN=EHD4 PE=1 SV=1,23.78030627591033,23.744027068819626,0.03627920709070409,0.781964663666617,0.2780475519758505,0.07179156921708067,0.8743389390241598
SBSN,Q6UWP8,Suprabasin OS=Homo sapiens OX=9606 GN=SBSN PE=1 SV=2,23.4611328504115,23.452192250189555,0.008940600221944095,0.9304461652495659,0.08766341945460138,0.02263459757461776,0.9649744409131241
RASA3,Q14644,Ras GTPase-activating protein 3 OS=Homo sapiens OX=9606 GN=RASA3 PE=1 SV=3,26.70796221712444,26.744999059097424,-0.03703684197298429,0.6919409703131969,-0.39820522245964557,-0.10281614633060178,0.8164903449695724
EPB41,P11171,Protein 4.1 OS=Homo sapiens OX=9606 GN=EPB41 PE=1 SV=4,27.707088737420758,27.558171399552325,0.14891733786843275,0.07365900324439514,1.8216959154769805,0.47035986283309467,0.19820741920324572
FGG,C9JU00,Fibrinogen gamma chain (Fragment) OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=1,25.448782874418278,24.87532603780984,0.573456836608436,0.0029274274857025518,3.106697862311311,0.8021459388286594,0.01943079993635069
LMAN2,Q12907,Vesicular integral-membrane protein VIP36 OS=Homo sapiens OX=9606 GN=LMAN2 PE=1 SV=1,23.543426888337542,23.5456888405645,-0.0022619522269593517,0.9837381780475905,-0.020470660714130815,-0.005285501868779405,0.9931593028826289
CALML5,Q9NZT1,Calmodulin-like protein 5 OS=Homo sapiens OX=9606 GN=CALML5 PE=1 SV=2,22.1210604430837,21.76061708655078,0.3604433565329188,0.047938414077687494,2.020676749479873,0.5217364932536056,0.14458831457494564
TGFB1,P01137,Transforming growth factor beta-1 proprotein OS=Homo sapiens OX=9606 GN=TGFB1 PE=1 SV=3,27.826619920292227,27.869947227254578,-0.04332730696235032,0.7664093439953406,-0.2984724218866964,-0.0770652479512913,0.8681349251888905
H2BC3,P33778,Histone H2B type 1-B OS=Homo sapiens OX=9606 GN=H2BC3 PE=1 SV=2,26.42150365637136,26.35155692153018,0.06994673484118152,0.5319217461294973,0.6288414741504392,0.16236617045261154,0.6962624006444447
PDAP1,Q13442,28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens OX=9606 GN=PDAP1 PE=1 SV=1,25.614522804191548,25.706407781592194,-0.09188497740064605,0.4123015847992788,-0.8257999036099675,-0.21322061826540628,0.5960660022779929
BPNT2,Q9NX62,"Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase OS=Homo sapiens OX=9606 GN=BPNT2 PE=1 SV=1",25.166605719196145,25.348824605896517,-0.18221888670037245,0.009166189963919736,-2.696119511752484,-0.6961350645601494,0.04398114642326548
SEPTIN6,Q14141,Septin-6 OS=Homo sapiens OX=9606 GN=SEPTIN6 PE=1 SV=4,28.425351032184373,28.35654049853056,0.06881053365381362,0.14635383492493786,1.4722701796979907,0.3801385258058746,0.30920644434406636
MASP2,A0A8V8TQL2,MBL associated serine protease 2 OS=Homo sapiens OX=9606 GN=MASP2 PE=1 SV=1,26.201835071698003,25.972566344064937,0.22926872763306605,0.11033634974494985,1.621492525675935,0.41866756986284653,0.26016446821556677
ARF4,P18085,ADP-ribosylation factor 4 OS=Homo sapiens OX=9606 GN=ARF4 PE=1 SV=3,29.762089363018383,29.809557126304522,-0.04746776328613933,0.38375424539376535,-0.8776510197093728,-0.22660851887442388,0.5713275821609983
RAB35,Q15286,Ras-related protein Rab-35 OS=Homo sapiens OX=9606 GN=RAB35 PE=1 SV=1,26.800026520141827,26.678802125323397,0.12122439481843017,0.07693145524440555,1.8008173143472554,0.46496903120192584,0.2033024787115936
KRT74,Q7RTS7,"Keratin, type II cytoskeletal 74 OS=Homo sapiens OX=9606 GN=KRT74 PE=1 SV=2",28.25220099901329,28.625477236559576,-0.37327623754628547,0.2577506850327536,-1.1429612771548727,-0.2951113327853854,0.4526977301622674
ITGA2B,P08514,Integrin alpha-IIb OS=Homo sapiens OX=9606 GN=ITGA2B PE=1 SV=3,28.197494027505915,28.14810149912851,0.049392528377403266,0.5396075851828503,0.617063778607793,0.1593251825397202,0.7028576313951599
IGFBP5,P24593,Insulin-like growth factor-binding protein 5 OS=Homo sapiens OX=9606 GN=IGFBP5 PE=1 SV=1,25.910803980851153,25.909222225678327,0.0015817551728254386,0.9938021131397232,0.00780153264856973,0.0020143470681869336,0.9969312129921784
SPRR1B,P22528,Cornifin-B OS=Homo sapiens OX=9606 GN=SPRR1B PE=1 SV=2,27.63314851982144,27.99945176306692,-0.36630324324547914,0.26504830953986375,-1.1254161259928728,-0.2905811942349109,0.4560504122131006
BTK,Q06187,Tyrosine-protein kinase BTK OS=Homo sapiens OX=9606 GN=BTK PE=1 SV=3,26.887453459601986,27.158539447087854,-0.27108598748586843,0.3337737476493705,-0.9746657363685471,-0.25165761100495815,0.5253551095596971
RAB1A,P62820,Ras-related protein Rab-1A OS=Homo sapiens OX=9606 GN=RAB1A PE=1 SV=3,17.87027892179592,18.536514059180153,-0.6662351373842341,0.04238784950514362,-2.075464754480639,-0.5358826953162654,0.13477813225886984
APOF,Q13790,Apolipoprotein F OS=Homo sapiens OX=9606 GN=APOF PE=1 SV=2,22.6582524894441,22.561912909257277,0.09633958018682165,0.3495975901302194,0.9429898755733453,0.2434789389158514,0.5393220141018912
CKAP5,Q14008,Cytoskeleton-associated protein 5 OS=Homo sapiens OX=9606 GN=CKAP5 PE=1 SV=3,27.82861325996944,27.691124632309464,0.13748862765997671,0.0674966334862845,1.8632233135700116,0.4810821909148037,0.1863468581345775
TAGLN2,P37802,Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3,26.964841423448057,27.10807329212794,-0.1432318686798837,0.16427667206396326,-1.4086515658629049,-0.3637122703464021,0.3350739290626037
TUBB4B,P68371,Tubulin beta-4B chain OS=Homo sapiens OX=9606 GN=TUBB4B PE=1 SV=1,27.373162845181216,26.44965588465828,0.9235069605229356,5.5224142212619285e-06,5.004759693721448,1.2922233963702199,0.00011135703613253484
SERPINE2,P07093,Glia-derived nexin OS=Homo sapiens OX=9606 GN=SERPINE2 PE=1 SV=1,23.002530305076196,23.217367578830114,-0.21483727375391837,0.05529903365045629,-1.9559012204576927,-0.5050115235772937,0.16045785173984858
LORICRIN,P23490,Loricrin OS=Homo sapiens OX=9606 GN=LORICRIN PE=1 SV=2,27.022773128317574,26.90397064063037,0.11880248768720492,0.22462635782154125,1.2274119591301478,0.3169164051097921,0.41114392721453513
SERPIND1,P05546,Heparin cofactor 2 OS=Homo sapiens OX=9606 GN=SERPIND1 PE=1 SV=3,28.492046522921964,28.307645329914667,0.18440119300729663,0.0018828571415776952,3.2571347685553302,0.840988580997863,0.013633597393333039
DNAJA2,O60884,DnaJ homolog subfamily A member 2 OS=Homo sapiens OX=9606 GN=DNAJA2 PE=1 SV=1,22.352920515755255,20.11826448779847,2.2346560279567846,1.9454361120116206e-06,5.2902853716977765,1.3659458094180137,4.304277397825711e-05
C8B,A0A8Q3WM97,Complement component C8 beta chain OS=Homo sapiens OX=9606 GN=C8B PE=1 SV=1,26.30732745004686,25.9523149302044,0.35501251984246096,0.024865455618689677,2.30331773484165,0.5947140818710601,0.09002425181948331
ACTN1,P12814,Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2,28.029148876967287,27.83598382508599,0.19316505188129796,0.043635824187609085,2.062627201544149,0.5325680534009931,0.13712372167455694
KRT6A,P02538,"Keratin, type II cytoskeletal 6A OS=Homo sapiens OX=9606 GN=KRT6A PE=1 SV=3",29.998454155260433,30.00991071397423,-0.011456558713796028,0.8392646152838663,-0.20374673262871645,-0.052607180154346275,0.9120120137372187
CTSC,P53634,Dipeptidyl peptidase 1 OS=Homo sapiens OX=9606 GN=CTSC PE=1 SV=2,23.111061655430955,22.788298229227298,0.3227634262036574,0.019288816643039546,2.406987137224648,0.6214814064671019,0.07494410954234633
VASP,P50552,Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=3,29.323846880369207,29.31192712454289,0.011919755826315992,0.903528353852165,0.12173669406794312,0.03143227924983273,0.9494199654924135
SARS1,P49591,"Serine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=SARS1 PE=1 SV=3",25.112763410577646,24.96868926559044,0.14407414498720428,0.04364201311299458,2.0625643353081973,0.532551821408668,0.13712372167455694
KRT77,Q7Z794,"Keratin, type II cytoskeletal 1b OS=Homo sapiens OX=9606 GN=KRT77 PE=1 SV=3",28.00424352601694,27.66121865301066,0.3430248730062786,3.92514549126347e-06,5.098741063415075,1.3164892816820322,8.337009023443612e-05
C4BPB,P20851,C4b-binding protein beta chain OS=Homo sapiens OX=9606 GN=C4BPB PE=1 SV=1,25.724534103971017,25.691019274869213,0.033514829101804366,0.8779691564365171,0.15422318378640829,0.039820254826923,0.9348963009380826
FMNL1,O95466,Formin-like protein 1 OS=Homo sapiens OX=9606 GN=FMNL1 PE=1 SV=3,29.82170937212743,30.118751373903915,-0.2970420017764859,0.0017056784367310983,-3.2902859708192764,-0.8495481846161973,0.012756552815552298
GRK6,P43250,G protein-coupled receptor kinase 6 OS=Homo sapiens OX=9606 GN=GRK6 PE=1 SV=2,25.235707984430515,24.80271847340942,0.43298951102109484,0.09386631664952236,1.703294748319087,0.43978881292815847,0.23291128103222605
SYNJ2,O15056,Synaptojanin-2 OS=Homo sapiens OX=9606 GN=SYNJ2 PE=1 SV=3,23.961767806323117,24.088735403294972,-0.12696759697185556,0.25973342161162827,-1.1381598085582552,-0.2938715989245829,0.45377236574648794
POLG,P54098,DNA polymerase subunit gamma-1 OS=Homo sapiens OX=9606 GN=POLG PE=1 SV=1,25.935601005552176,25.880227606141183,0.05537339941099262,0.4872511204713984,0.6991525019198398,0.18052039975965256,0.6641636796408211
IGHG1,A0A0A0MS07,Immunoglobulin heavy constant gamma 1 (G1m marker) (Fragment) OS=Homo sapiens OX=9606 GN=IGHG1 PE=1 SV=1,19.2482597759251,18.824509992621334,0.4237497833037658,0.29935589333027424,1.047191113454556,0.27038358284705977,0.49148203136357727
ADD3,Q9UEY8,Gamma-adducin OS=Homo sapiens OX=9606 GN=ADD3 PE=1 SV=1,23.603563965044778,23.688033307296145,-0.08446934225136715,0.33128401426250254,-0.9797391638076031,-0.2529675643369351,0.5230281810903534
LPL,P06858,Lipoprotein lipase OS=Homo sapiens OX=9606 GN=LPL PE=1 SV=1,27.969303128533074,27.983225626053365,-0.013922497520290733,0.8745807959713676,-0.15854158111897373,-0.0409352602236785,0.9325349451020004
NPM1,P06748,Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2,24.35211804910274,24.216313429445233,0.135804619657506,0.4152781965345861,0.820522004174994,0.211857870491099,0.598677074280177
CC2D2B,Q6DHV5,Protein CC2D2B OS=Homo sapiens OX=9606 GN=CC2D2B PE=1 SV=4,27.59529056815673,27.63008589780272,-0.03479532964598775,0.5749718267501573,-0.5639360870690592,-0.14560767156958945,0.7292437261250005
METAP2,P50579,Methionine aminopeptidase 2 OS=Homo sapiens OX=9606 GN=METAP2 PE=1 SV=1,29.38771472160857,29.682790146217297,-0.2950754246087257,0.09727109615135868,-1.6854718360372472,-0.4351869567649264,0.23945385990591272
FUS,P35637,RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1,26.814352214982765,25.903806597622502,0.9105456173602633,2.1184442837797582e-07,5.883631355369708,1.5191470836380436,7.180173923534372e-06
MAPRE1,Q15691,Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens OX=9606 GN=MAPRE1 PE=1 SV=3,25.832903113203745,25.82616905566439,0.00673405753935441,0.9130136540116722,0.10971561487849299,0.028328449949554003,0.9556049611304822
IGF1,P05019,Insulin-like growth factor 1 OS=Homo sapiens OX=9606 GN=IGF1 PE=1 SV=1,25.972209084399484,25.59435619275779,0.37785289164169455,0.010991866039737603,2.6273426825087567,0.6783769636090891,0.05008422565962785
