Gene,Accession,Description,Log2FC,P_value,FDR,Cohens_d
LRRFIP1,Q32MZ4,Leucine-rich repeat flightless-interacting protein 1 OS=Homo sapiens OX=9606 GN=LRRFIP1 PE=1 SV=2,0.5922007973820982,0.0014756676121750534,0.011382954671993238,0.8620082868316021
EIF3E,P60228,Eukaryotic translation initiation factor 3 subunit E OS=Homo sapiens OX=9606 GN=EIF3E PE=1 SV=1,0.6971271956507223,0.008587760886229694,0.04183578927144924,0.7024412829952577
PDIA3,P30101,Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4,0.873334858660126,0.005163218128218024,0.029270485687727086,0.7505507098447808
TADA2B,Q86TJ2,Transcriptional adapter 2-beta OS=Homo sapiens OX=9606 GN=TADA2B PE=1 SV=2,0.865990075063344,0.0026609695891809497,0.018037976832192562,0.8106344771511758
STIP1,P31948,Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1,0.5965706880541894,0.0001591322781202581,0.0019804509300435248,1.0431330646177543
IPO5,O00410,Importin-5 OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=4,0.5298572999816109,0.0006600803935161154,0.006113418993437045,0.9295189741686867
EIF2A,Q9BY44,Eukaryotic translation initiation factor 2A OS=Homo sapiens OX=9606 GN=EIF2A PE=1 SV=3,1.1587458594201756,0.007022953166136792,0.03656066795312388,0.7216909830598509
S100A14,Q9HCY8,Protein S100-A14 OS=Homo sapiens OX=9606 GN=S100A14 PE=1 SV=1,-1.329461432339457,1.7498954259069694e-13,1.8583889423132017e-11,-2.4622560727093203
FDPS,P14324,Farnesyl pyrophosphate synthase OS=Homo sapiens OX=9606 GN=FDPS PE=1 SV=4,1.1655772741135735,1.90312148565257e-07,6.737050059210098e-06,1.5264601515212242
MAPKAPK3,Q16644,MAP kinase-activated protein kinase 3 OS=Homo sapiens OX=9606 GN=MAPKAPK3 PE=1 SV=1,0.8496484372829833,1.1839651827964969e-05,0.00021432460638577496,1.2374532571095964
DDX1,Q92499,ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2,3.0889339611916036,0.0004979946718636912,0.005020920963790254,0.9525547132091788
WDR44,Q5JSH3,WD repeat-containing protein 44 OS=Homo sapiens OX=9606 GN=WDR44 PE=1 SV=1,-1.9647680421175693,0.0002186842733389854,0.002599731697231371,-1.0182903899740567
P2RX1,P51575,P2X purinoceptor 1 OS=Homo sapiens OX=9606 GN=P2RX1 PE=1 SV=1,-0.66358081507801,0.004825694013174199,0.027947047925795297,-0.7568050244678931
PAK2,Q13177,Serine/threonine-protein kinase PAK 2 OS=Homo sapiens OX=9606 GN=PAK2 PE=1 SV=3,0.7692635747459242,0.0012402845469715136,0.010029306006729041,0.8768262645273203
LANCL1,O43813,Glutathione S-transferase LANCL1 OS=Homo sapiens OX=9606 GN=LANCL1 PE=1 SV=1,-2.2464873318332916,7.033385032002257e-12,6.590695503517409e-10,-2.210883097271802
LSM8,O95777,U6 snRNA-associated Sm-like protein LSm8 OS=Homo sapiens OX=9606 GN=LSM8 PE=1 SV=3,2.3327272669226637,1.1628236794937275e-05,0.00021291702545212735,1.238756966490305
STXBP2,Q15833,Syntaxin-binding protein 2 OS=Homo sapiens OX=9606 GN=STXBP2 PE=1 SV=2,-0.6922224593065103,0.006098460777357269,0.03361539106688626,-0.7350163887049358
PARP1,P09874,Poly [ADP-ribose] polymerase 1 OS=Homo sapiens OX=9606 GN=PARP1 PE=1 SV=4,-2.0303740699224733,1.3064276295305902e-06,3.0604988438856325e-05,-1.3937688201906278
PDHA2,P29803,"Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial OS=Homo sapiens OX=9606 GN=PDHA2 PE=1 SV=1",1.9152260688953326,1.27663154359582e-07,4.842081068924146e-06,1.553641591693016
CSTB,P04080,Cystatin-B OS=Homo sapiens OX=9606 GN=CSTB PE=1 SV=2,1.4059834613400675,0.004622515452841289,0.027172203381461896,0.7607686711513207
AP3B1,O00203,AP-3 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP3B1 PE=1 SV=3,-1.0468718099843137,2.7556263739994862e-05,0.00045753933020304196,-1.1757358954193153
CTSD,C9JH19,Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=2,0.5699523619947584,0.008000773549661135,0.0400424501460651,0.7092523549136572
