Gene,Accession,Description,Mean_Group1,Mean_Group2,Log2FC,P_value,T_statistic,Cohens_d,FDR
STX12,B1AJQ6,Syntaxin 12 (Fragment) OS=Homo sapiens OX=9606 GN=STX12 PE=1 SV=2,22.329673872204914,19.280082459640507,3.049591412564407,1.1382276783460988e-20,14.29960609338353,3.6921424171333665,3.626393383210671e-18
TRMT11,Q7Z4G4,tRNA (guanine(10)-N(2))-methyltransferase homolog OS=Homo sapiens OX=9606 GN=TRMT11 PE=1 SV=1,19.74209988703672,23.632318871758184,-3.8902189847214643,6.740381325701982e-38,-31.1362629103003,-8.039348514315249,1.0737427451843256e-34
ZNF41,P51814,Zinc finger protein 41 OS=Homo sapiens OX=9606 GN=ZNF41 PE=1 SV=2,20.34186853870221,22.13324676046611,-1.7913782217638996,2.383688235136803e-06,-5.2350628212892945,-1.3516874082135366,0.00012249081801848154
HARBI1,E9PQI1,Harbinger transposase derived 1 (Fragment) OS=Homo sapiens OX=9606 GN=HARBI1 PE=1 SV=8,19.61321403735979,21.583479124060016,-1.970265086700227,0.0004659721120245604,-3.710111132690007,-0.9579465752991422,0.01216874712221516
FGF2,A0A0A0MQV6,Fibroblast growth factor OS=Homo sapiens OX=9606 GN=FGF2 PE=1 SV=1,17.5041214585849,16.55316965151264,0.9509518070722613,1.6077544362927778e-06,5.341954780146662,1.3792867933134083,8.831561437980672e-05
DNAH11,Q96DT5,Dynein axonemal heavy chain 11 OS=Homo sapiens OX=9606 GN=DNAH11 PE=1 SV=4,19.044502631057085,22.55863849101951,-3.514135859962426,2.9553364137936247e-17,-11.935410581057242,-3.0817097607054995,5.884813633966555e-15
HOOK1,Q9UJC3,Protein Hook homolog 1 OS=Homo sapiens OX=9606 GN=HOOK1 PE=1 SV=2,20.710249119943274,18.183674385169507,2.5265747347737673,2.330801203812432e-28,20.59937669505715,5.318736192147301,1.856483158836602e-25
OR10T2,Q8NGX3,Olfactory receptor 10T2 OS=Homo sapiens OX=9606 GN=OR10T2 PE=3 SV=1,20.107040564450365,21.650886471030876,-1.5438459065805112,1.7617821392167152e-06,-5.3171777172781045,-1.3728893831895512,9.355063159240759e-05
PLEKHM1,Q9Y4G2,Pleckstrin homology domain-containing family M member 1 OS=Homo sapiens OX=9606 GN=PLEKHM1 PE=1 SV=3,22.121648318698263,24.027032203912206,-1.9053838852139435,0.0021435166862290014,-3.2133530970512565,-0.8296842020242361,0.043777206168753836
XPO6,Q96QU8,Exportin-6 OS=Homo sapiens OX=9606 GN=XPO6 PE=1 SV=1,22.680136976870916,21.740222930877643,0.9399140459932731,0.002581606778808151,3.149963453611114,0.8133170664665229,0.048450761320309524
SLC7A8,Q9UHI5,Large neutral amino acids transporter small subunit 2 OS=Homo sapiens OX=9606 GN=SLC7A8 PE=1 SV=1,20.676960423986483,19.120216547827727,1.5567438761587553,9.201933874225658e-05,4.203377769625006,1.085307473305075,0.0033315183321912436
IMUP,Q9GZP8,Immortalization up-regulated protein OS=Homo sapiens OX=9606 GN=IMUP PE=1 SV=1,22.6751349661472,17.00652642758705,5.66860853856015,3.1790700771340346e-07,5.776115569984865,1.491386627221383,2.1101077636977156e-05
DIXDC1,Q155Q3,Dixin OS=Homo sapiens OX=9606 GN=DIXDC1 PE=1 SV=2,23.966334273273514,23.015389763483007,0.9509445097905065,8.3825479964876e-07,5.517438037823221,1.4245963756147109,5.108843688388735e-05
